Index,Loss
0,523.820797961071
1,241.08554721201904
2,265.5205760539642
3,214.3992075730648
4,297.3081688834938
5,159.88039920901264
6,202.7885542696655
7,112.95145385726003
8,131.80822623995837
9,164.0237368935363
10,194.3967756285366
11,134.54710411544397
12,240.6113747736968
13,105.30483789254015
14,115.68222410543868
15,111.303546885032
16,133.20311407554632
17,170.35763450152524
18,152.80926905829503
19,134.54386118222325
20,144.6991358180057
21,1327.7686350316985
22,235.5379655049796
23,165.6372269043739
24,130.3092385191683
25,297.11740086738183
26,203.63516168900796
27,110.21786334669895
28,72.1557115075737
29,110.06259302659052
30,186.50957173148782
31,144.09232137202963
32,128.99768674238376
33,144.2160306967819
34,166.7151872658378
35,138.2402937283254
36,227.67957925435473
37,185.02472808202472
38,117.9141236806267
39,124.48648833281402
40,124.0515048014068
41,166.28928097251895
42,164.4522806000419
43,186.6141944370744
44,186.10982086870516
45,140.78023442445806
46,140.81079595147224
47,116.80227655134364
48,160.87149053210027
49,127.31435648390976
50,140.2013140761812
51,111.00831712674916
52,192.27727627790404
53,105.29989856872288
54,78.60814138398996
55,145.5828734222962
56,132.90960892307217
57,90.39665151068195
58,102.59328412212786
59,145.86186306528444
60,141.07071837331893
61,191.75578256405163
62,119.9355710233568
63,94.93839337238406
64,208.25855905797516
65,154.24768200859964
66,185.476528375334
67,124.50171401254738
68,150.46088900456294
69,171.15691284095558
70,72.9322633376818
71,65.65659589106784
72,110.07326370556218
73,129.97145267910366
74,94.72124952826391
75,129.93165618496607
76,352.84568404706255
77,83.71404925020231
78,110.85452954310036
79,132.71095711511595
80,148.22665047910942
81,187.40736069989515
82,117.83061835659444
83,150.00109632576536
84,75.9931378351788
85,102.44585478637873
86,129.79216136483183
87,128.07852452970718
88,120.10154204870595
89,122.12871080911636
90,141.04448787773143
91,164.1843123042251
92,145.15014419187207
93,110.15340785113995
94,117.77044539269137
95,127.62636145535039
96,111.57845882524833
97,121.03219663509569
98,94.91776254500635
99,146.24049765260034
100,80.41375331015209
101,79.17792509902203
102,75.20056164594001
103,112.47400353877849
104,129.74116144089314
105,134.6542626752015
106,91.40599427636464
107,88.56548491379866
108,131.01149325024434
109,95.76096496419933
110,116.03840897969457
111,81.48667515567257
112,109.09351153676126
113,110.11045940746521
114,86.98314644822736
115,129.23132351370324
116,122.29925780303644
117,104.00357469536672
118,133.83879462384246
119,141.2194628218253
120,99.18272811427013
121,86.21892853066677
122,137.1466932176978
123,120.11456720171847
124,95.752871625898
125,130.54223043257113
126,113.16247688769776
127,92.19060939971908
128,129.7809926451021
129,93.3024668589035
130,109.24864202084439
131,75.26667085150464
132,103.8473512815427
133,106.76745914232735
134,100.50280025563153
135,86.22253653466636
136,91.33952887536151
137,71.07890703236103
138,97.78201545461935
139,81.92936182441491
140,118.923001687073
141,104.81922190158707
142,109.15702260704285
143,110.30972138214425
144,150.13306601534805
145,108.04140022093125
146,143.9883711535826
147,84.3823871101696
148,95.75072356334138
149,131.0754721447751
150,52.57877484480663
151,163.79638920333673
152,140.22512549811606
153,69.53963444323603
154,127.85128874296586
155,143.93029090682847
156,82.555721736535
157,73.4613421536343
158,90.07555368873787
159,110.64017054710659
160,83.04670715439879
161,73.631424842748
162,117.97883726156098
163,101.66324099401837
164,106.11386988591009
165,119.22703118544612
166,90.08645993686645
167,138.81021909437914
168,103.17125935641404
169,87.54478336703104
170,99.21941204958848
171,130.9120356403091
172,121.95583638776345
173,103.31430514809084
174,85.8317183980784
175,60.098958312329515
176,113.18012225561253
177,83.76825545331016
178,99.73854371015307
179,89.71066327216448
180,108.97866069974407
181,107.15505870792265
182,54.50379349042656
183,95.30461882729338
184,87.62691765200339
185,106.947723393716
186,70.1312986411935
187,67.18825703891
188,102.56577093190901
189,116.37089227831147
190,65.59881165789227
191,60.813973356233596
192,115.10853351250407
193,140.73393854165838
194,97.3760163933774
195,80.51823569774302
196,83.23586290914457
197,59.79883179183156
198,95.03599367717457
199,91.99038547329447
200,102.46476480790028
201,77.27287399506817
202,74.7885445842419
203,71.08163880132345
204,92.79095494489565
205,81.60373939694057
206,114.86685370874733
207,80.12348757367347
208,82.73207694845013
209,54.20445061221243
210,95.27696566989931
211,64.12316006320451
212,74.0024218438012
213,67.08320340158335
214,71.4492449504051
215,70.49055506127354
216,121.86772067785331
217,47.96150583619978
218,94.73977448679733
219,76.87458627815542
220,77.91216547759983
221,102.54610968177477
222,61.892084985935085
223,72.78442077311885
224,68.93943613597256
225,55.309704702497314
226,112.69270468093171
227,120.51797216221203
228,72.39260748928362
229,82.68677669705077
230,81.21280785416926
231,56.21129988477726
232,92.11802644363772
233,61.24150151472065
234,64.53778377883279
235,67.38283101222963
236,64.64331467618273
237,70.87347852681532
238,52.696097518579435
239,67.27204451853254
240,48.925365330509855
241,66.2115181462205
242,56.8525829018226
243,60.618806774383465
244,52.90671609903245
245,67.20487786256295
246,64.11076571014573
247,110.90433626888388
248,50.58652561287467
249,71.15689448921447
250,64.28207075450018
251,55.68737158941718
252,60.96717444876262
253,66.39128023643055
254,64.6153713339786
255,69.61366629729523
256,67.33796329695032
257,56.09288414981724
258,64.17195255139055
259,64.38264190379505
260,41.64819905533429
261,66.37287310272059
262,55.25173095984866
263,50.15654725925523
264,90.40455415852222
265,60.66436052916016
266,39.03381139027082
267,57.98646305775031
268,59.617373144014465
269,78.3968514200855
270,53.99065238965341
271,55.19542426133256
272,57.86612345638815
273,63.77707415498329
274,63.312575856223226
275,42.43368626788471
276,54.73210961421427
277,54.06978435893554
278,54.358839636427255
279,72.39777137177842
280,64.62307616534257
281,64.37584980850251
282,34.48702272074178
283,66.19222174484565
284,34.35557061684158
285,48.39185699722495
286,39.37776875988959
287,75.25946671665476
288,44.81746925562274
289,60.59874578385189
290,54.26934916451005
291,42.40556558139244
292,33.840956098565705
293,59.558837691391815
294,72.34843479304845
295,44.24770916546832
296,41.43852457692814
297,37.6137080503347
298,48.61243558339119
299,61.0997799481028
300,50.321880133967454
301,62.121244304162104
302,52.226900070810416
303,77.19225564727508
304,44.12172238015573
305,45.32668302131397
306,43.18426800396086
307,53.9411458907404
308,43.11460741493714
309,53.19822660811495
310,58.4026668329798
311,32.067959731354
312,50.8827894327953
313,47.94548222243519
314,45.13084080176851
315,38.57490705326745
316,27.609767566140505
317,49.41157655366866
318,41.607006092915945
319,30.89676692034274
320,43.78534380852966
321,49.32094971190063
322,37.782402121168715
323,51.94242581823382
324,29.784220173557337
325,43.90880718833225
326,37.5830880554176
327,55.038406237950745
328,49.75854406680757
329,34.06616249808327
330,35.23358034660592
331,47.06655552108167
332,44.775458103839426
333,36.03450826073931
334,27.855947899526356
335,34.385360936638605
336,38.84537629156135
337,49.92074962364169
338,32.71483592609715
339,44.16554649768551
340,80.97824618196967
341,35.9967907826062
342,38.882815725761326
343,38.029619821899416
344,22.441793086106404
345,38.64778959032734
346,38.25815596254071
347,46.32736624855667
348,33.91415541557005
349,37.785664271140995
350,43.47320813222581
351,46.61598398723963
352,46.8616593742417
353,30.909020490608995
354,44.37369539822414
355,42.02821883050854
356,28.034513108571446
357,31.91295003783534
358,26.87727321321848
359,51.742912426791165
360,54.5759615676688
361,32.60755626474956
362,48.85710364279842
363,59.74970433816211
364,25.06973333664324
365,40.57456272844729
366,43.33095482173614
367,41.55316126113727
368,22.100569571529007
369,27.811492159942333
370,53.062310813565404
371,43.89612666036126
372,16.175390100262863
373,46.139800498919946
374,31.633633585853687
375,40.719748101443265
376,32.11666737418298
377,42.487841406649636
378,37.45106294044845
379,36.062571143154564
380,42.869546339659806
381,41.4948047328062
382,43.877327428511485
383,27.365667298386942
384,25.057089320306474
385,28.76675501393875
386,25.934320444090687
387,30.64059050268134
388,30.488982142795727
389,33.864695421174986
390,35.44672352440046
391,32.629094741343096
392,36.93382161729681
393,41.49999944190651
394,23.16051887473779
395,30.64501360457409
396,28.107028289573805
397,30.083550351932068
398,34.27269314385315
399,29.084437928893415
